customer_id,customer_name,age,gender,occupation,home_country,home_city,account_type,account_open_date,account_age_days,previous_fraud_flag,customer_risk_segment,total_transactions,total_fraud_transactions,fraud_rate,lifetime_spend,avg_transaction_amount
CUST01637,George White,46,Male,Real Estate Agent,Germany,Hamburg,Checking,27/03/2022,1375,0,High,7,0,0.00%,"2,232.59",318.94
CUST01638,Amara Torres,45,Female,Physician,United States,Los Angeles,Checking,17/11/2020,1870,0,Low,2,0,0.00%,952.59,476.3
CUST01639,Emily Martinez,35,Female,Operations Manager,Spain,Madrid,Savings,04/04/2014,4289,0,Low,6,0,0.00%,549.04,91.51
CUST01640,Wei Jackson,26,Male,Consultant,Netherlands,Amsterdam,Checking,17/07/2019,2359,0,Low,4,0,0.00%,375.3,93.83
CUST01641,Priya Rodriguez,66,Female,Nurse,United States,Miami,Checking,27/02/2013,4690,0,Low,8,0,0.00%,"5,301.79",662.72
CUST01642,Brian Taylor,55,Male,Graphic Designer,Japan,Nagoya,Savings,19/12/2019,2204,0,Low,6,0,0.00%,325.52,54.25
CUST01643,Ahmed Chen,38,Male,Architect,United States,Seattle,Business,15/05/2022,1326,0,Low,6,0,0.00%,"6,440.78","1,073.46"
CUST01644,Ashley Roberts,29,Female,Electrician,United Kingdom,Leeds,Premium,06/05/2018,2796,0,Low,5,1,20.00%,994.99,199
CUST01645,Larry Robinson,53,Male,Lawyer,Italy,Rome,Savings,28/05/2017,3139,0,Low,2,0,0.00%,454.61,227.31
CUST01646,Thandiwe Lewis,33,Female,Student,France,Paris,Premium,13/04/2021,1723,0,Low,1,0,0.00%,162.37,162.37
CUST01647,Kofi Williams,46,Male,Physician,United States,Boston,Premium,07/03/2013,4682,0,Low,4,0,0.00%,"1,076.79",269.2
CUST01648,Rafael Hall,37,Male,Physician,Australia,Melbourne,Checking,12/08/2020,1967,0,Medium,4,1,25.00%,392.6,98.15
CUST01649,Freya Wang,49,Female,Marketing Specialist,Japan,Osaka,Savings,21/08/2014,4150,0,High,2,0,0.00%,232.61,116.31
CUST01650,Jessica Jackson,18,Female,Lawyer,France,Paris,Checking,11/02/2016,3611,0,High,5,0,0.00%,"1,866.36",373.27
CUST01651,Ahmed Wilson,23,Male,Real Estate Agent,United States,Los Angeles,Premium,28/07/2018,2713,0,Low,8,0,0.00%,"3,242.07",405.26
CUST01652,Patricia Jackson,53,Female,Physician,India,Delhi,Savings,13/01/2023,1083,0,Low,5,0,0.00%,"1,213.07",242.61
CUST01653,Kwame Wang,32,Male,Sales Manager,Australia,Melbourne,Savings,26/08/2018,2684,0,Low,7,0,0.00%,836.12,119.45
CUST01654,Grace Hill,42,Female,Retail Manager,Brazil,Salvador,Premium,26/10/2015,3719,0,Medium,8,2,25.00%,971.68,121.46
CUST01655,Grace Johnson,50,Female,Small Business Owner,Singapore,Singapore,Premium,04/03/2022,1398,0,Low,8,1,12.50%,"1,635.38",204.42
CUST01656,Chioma Thompson,41,Female,HR Manager,Australia,Melbourne,Savings,19/10/2023,804,0,Low,5,0,0.00%,"1,002.30",200.46
CUST01657,Santiago Ivanov,30,Male,Data Analyst,United States,Phoenix,Business,12/08/2013,4524,0,Low,3,0,0.00%,"1,054.69",351.56
CUST01658,Paul Kumar,30,Male,Police Officer,India,Delhi,Business,14/11/2020,1873,0,Low,4,1,25.00%,"1,046.27",261.57
CUST01659,Sarah Ramirez,35,Female,Lawyer,United States,New York,Premium,19/06/2021,1656,0,Medium,4,0,0.00%,597.51,149.38
CUST01660,Freya Martinez,42,Female,Customer Support Rep,Canada,Calgary,Checking,26/07/2018,2715,0,Low,11,0,0.00%,"2,535.21",230.47
CUST01661,Stephanie Perez,32,Female,Teacher,United Arab Emirates,Abu Dhabi,Checking,01/09/2016,3408,0,Low,1,0,0.00%,16.78,16.78
CUST01662,Richard Martinez,30,Male,Physician,Germany,Frankfurt,Premium,10/08/2023,874,0,Low,9,1,11.10%,"2,434.50",270.5
CUST01663,Richard Rodriguez,38,Male,Civil Engineer,Brazil,Sao Paulo,Savings,09/06/2015,3858,0,Medium,2,0,0.00%,135.32,67.66
CUST01664,Anthony Jones,32,Male,Marketing Specialist,South Korea,Busan,Premium,19/12/2022,1108,0,Low,7,0,0.00%,318.94,45.56
CUST01665,Olga Dubois,33,Female,Teacher,Nigeria,Lagos,Checking,23/05/2020,2048,0,Low,5,0,0.00%,"1,972.16",394.43
CUST01666,Timothy Torres,40,Male,Lawyer,India,Hyderabad,Checking,25/09/2021,1558,0,Low,6,1,16.70%,"4,394.40",732.4
CUST01667,Timothy Taylor,23,Male,Student,Singapore,Singapore,Checking,15/03/2020,2117,0,Low,11,0,0.00%,999.51,90.86
CUST01668,Susan Santos,68,Female,Operations Manager,France,Lyon,Savings,27/08/2023,857,0,Medium,7,0,0.00%,"1,329.23",189.89
CUST01669,Brandon Jones,62,Male,Small Business Owner,United States,Chicago,Business,22/03/2022,1380,0,Low,3,1,33.30%,514.06,171.35
CUST01670,Raj Lopez,25,Male,Student,Brazil,Rio de Janeiro,Checking,01/01/2014,4382,0,Low,5,0,0.00%,276.45,55.29
CUST01671,Karen Lee,54,Female,HR Manager,France,Marseille,Business,26/11/2018,2592,0,Low,6,0,0.00%,"1,461.28",243.55
CUST01672,Ronald Singh,40,Male,Teacher,Germany,Hamburg,Checking,28/03/2021,1739,0,Medium,5,1,20.00%,310.62,62.12
CUST01673,Elizabeth Martin,46,Female,Project Manager,Spain,Valencia,Business,05/05/2018,2797,0,Low,5,0,0.00%,561.12,112.22
CUST01674,Klaus Flores,37,Male,Data Analyst,Japan,Tokyo,Premium,29/04/2018,2803,0,Low,1,1,100.00%,10.92,10.92
CUST01675,Joshua Lee,35,Male,Accountant,Germany,Frankfurt,Checking,15/06/2017,3121,0,Low,12,0,0.00%,"1,135.55",94.63
CUST01676,Matthew Ivanov,42,Male,Financial Analyst,Canada,Calgary,Checking,18/01/2021,1808,0,Low,4,0,0.00%,416.47,104.12
CUST01677,Thomas Thomas,41,Male,Project Manager,United States,Boston,Savings,23/06/2023,922,0,Low,7,0,0.00%,"1,387.44",198.21
CUST01678,Jeffrey Taylor,30,Male,Chef,France,Marseille,Savings,04/03/2018,2859,0,Low,8,0,0.00%,631.44,78.93
CUST01679,Deborah Hernandez,36,Female,Real Estate Agent,Germany,Hamburg,Savings,31/03/2018,2832,0,Low,6,0,0.00%,"1,188.39",198.07
CUST01680,Isabella Garcia,60,Female,Architect,India,Mumbai,Savings,11/08/2015,3795,0,Low,8,1,12.50%,"1,525.24",190.66
CUST01681,Freya Johnson,43,Female,Sales Manager,United States,Los Angeles,Checking,29/08/2020,1950,0,Low,4,1,25.00%,682.9,170.73
CUST01682,Elizabeth Lewis,47,Female,Lawyer,Singapore,Singapore,Checking,01/06/2016,3500,0,Low,1,0,0.00%,96.68,96.68
CUST01683,Wei Park,22,Male,Plumber,United States,Boston,Checking,12/09/2022,1206,0,Low,3,0,0.00%,"1,236.75",412.25
CUST01684,Rebecca Singh,49,Female,Civil Engineer,Italy,Turin,Checking,26/03/2020,2106,0,Medium,6,1,16.70%,402.62,67.1
CUST01685,Benjamin Rossi,38,Male,Civil Engineer,United States,Boston,Savings,21/08/2022,1228,0,Medium,2,0,0.00%,45.55,22.78
CUST01686,Christopher Schmidt,50,Male,Sales Manager,United Arab Emirates,Sharjah,Checking,11/07/2021,1634,0,Low,5,1,20.00%,"1,962.67",392.53
CUST01687,Benjamin Carter,52,Male,Teacher,United States,Seattle,Savings,24/01/2015,3994,0,Medium,6,0,0.00%,751.42,125.24
CUST01688,John Ramirez,42,Male,University Professor,Australia,Sydney,Savings,27/03/2013,4662,0,Low,8,0,0.00%,"1,524.53",190.57
CUST01689,Andrew Thompson,28,Male,Accountant,Ireland,Dublin,Checking,22/02/2023,1043,0,Low,6,1,16.70%,956.86,159.48
CUST01690,Chidi Ali,25,Male,University Professor,Japan,Nagoya,Checking,13/01/2018,2909,0,Low,2,0,0.00%,116.91,58.46
CUST01691,Lisa Miller,48,Female,Accountant,India,Chennai,Savings,01/02/2020,2160,0,Low,7,0,0.00%,536.92,76.7
CUST01692,Anthony Hall,46,Male,Electrician,Ireland,Cork,Checking,03/08/2018,2707,0,Medium,7,0,0.00%,824.89,117.84
CUST01693,Grace Singh,43,Female,Physician,Brazil,Salvador,Premium,09/09/2014,4131,1,High,5,1,20.00%,712.67,142.53
CUST01694,Chioma Sanchez,39,Female,Accountant,United Kingdom,Leeds,Checking,02/01/2017,3285,0,Low,2,1,50.00%,538.91,269.46
CUST01695,Noor Green,36,Female,Software Engineer,South Korea,Seoul,Premium,12/11/2013,4432,0,Low,9,1,11.10%,814.25,90.47
CUST01696,Chidi Green,44,Male,Nurse,United Arab Emirates,Sharjah,Savings,13/05/2019,2424,0,Low,4,0,0.00%,664.97,166.24
CUST01697,Cynthia Taylor,50,Female,Pharmacist,Brazil,Salvador,Checking,02/10/2016,3377,0,Low,3,0,0.00%,284.09,94.7
CUST01698,Mark Harris,18,Male,Electrician,Japan,Osaka,Savings,07/03/2017,3221,0,Low,10,0,0.00%,"3,681.75",368.18
CUST01699,Anthony Johnson,39,Male,Physician,United Kingdom,Birmingham,Checking,27/09/2023,826,0,Low,8,0,0.00%,446.42,55.8
CUST01700,Arjun Thomas,55,Male,Student,Italy,Turin,Checking,23/08/2016,3417,0,Medium,7,1,14.30%,"1,938.94",276.99
CUST01701,Timothy Rivera,40,Male,Customer Support Rep,Poland,Krakow,Premium,20/01/2018,2902,0,Low,3,0,0.00%,178.21,59.4
CUST01702,Matthew Ivanov,29,Male,Electrician,Germany,Frankfurt,Checking,08/12/2021,1484,0,Low,5,0,0.00%,405.83,81.17
CUST01703,Ryan Carter,50,Male,Small Business Owner,United Kingdom,Edinburgh,Business,22/10/2016,3357,0,Low,10,0,0.00%,"1,592.90",159.29
CUST01704,Susan Lopez,50,Female,Operations Manager,Canada,Toronto,Savings,30/11/2022,1127,0,Low,5,0,0.00%,804.76,160.95
CUST01705,Laura Wilson,32,Female,Retail Manager,Germany,Berlin,Checking,25/10/2016,3354,0,Medium,5,0,0.00%,"1,841.14",368.23
CUST01706,Jennifer Nguyen,77,Female,University Professor,France,Nice,Checking,18/07/2021,1627,0,Medium,4,0,0.00%,301.96,75.49
CUST01707,Jason Anderson,28,Male,Civil Engineer,Germany,Hamburg,Checking,05/04/2013,4653,0,Medium,2,0,0.00%,104.22,52.11
CUST01708,Amy Chen,36,Female,Police Officer,United States,Miami,Checking,01/11/2023,791,0,Low,1,0,0.00%,114.83,114.83
CUST01709,Aiko Torres,57,Female,Financial Analyst,Australia,Brisbane,Checking,21/06/2020,2019,0,Low,7,0,0.00%,393.02,56.15
CUST01710,Laura Walker,34,Female,Software Engineer,Germany,Hamburg,Checking,22/07/2023,893,1,High,5,0,0.00%,"1,135.34",227.07
CUST01711,Ronald Suzuki,56,Male,Customer Support Rep,Japan,Yokohama,Business,29/02/2020,2132,0,Medium,8,1,12.50%,"2,449.77",306.22
CUST01712,Sharon Walker,67,Female,Data Analyst,Ireland,Cork,Checking,04/10/2021,1549,0,Low,5,0,0.00%,400.85,80.17
CUST01713,John Kumar,49,Male,Sales Manager,Nigeria,Abuja,Premium,03/10/2015,3742,0,Low,6,0,0.00%,890.59,148.43
CUST01714,Mei Lee,36,Female,Electrician,Ireland,Dublin,Checking,21/10/2022,1167,0,Low,6,0,0.00%,682.86,113.81
CUST01715,Joseph Patel,33,Male,Customer Support Rep,France,Marseille,Checking,13/07/2014,4189,0,Low,4,0,0.00%,"1,186.49",296.62
CUST01716,Betty Lopez,40,Female,Accountant,India,Mumbai,Premium,06/01/2019,2551,1,High,6,2,33.30%,"1,911.58",318.6
CUST01717,Karen Brown,30,Female,Architect,United Arab Emirates,Sharjah,Business,28/10/2017,2986,0,Low,7,0,0.00%,"1,765.30",252.19
CUST01718,Jason Brown,65,Male,Retired,France,Lyon,Checking,31/10/2018,2618,0,Low,7,0,0.00%,785.64,112.23
CUST01719,Lisa Walker,52,Female,Pharmacist,United States,Houston,Premium,03/08/2020,1976,0,Medium,3,0,0.00%,336.97,112.32
CUST01720,Noor Carter,46,Female,Freelance Writer,Spain,Barcelona,Checking,11/07/2016,3460,0,Medium,7,0,0.00%,645.66,92.24
CUST01721,Christopher Williams,48,Male,Pharmacist,United States,Los Angeles,Checking,04/09/2022,1214,0,Medium,6,0,0.00%,514.39,85.73
CUST01722,Susan Jackson,18,Female,Small Business Owner,Australia,Brisbane,Checking,20/11/2013,4424,0,Low,6,0,0.00%,"1,857.50",309.58
CUST01723,Kofi Campbell,35,Male,Police Officer,Germany,Munich,Checking,16/07/2019,2360,0,Low,3,0,0.00%,366.59,122.2
CUST01724,Laura Martinez,25,Female,Retail Manager,South Korea,Seoul,Savings,24/07/2021,1621,0,Low,4,0,0.00%,371.59,92.9
CUST01725,Brian Ali,54,Male,Operations Manager,United Kingdom,Manchester,Checking,26/11/2021,1496,0,Medium,7,1,14.30%,"2,098.62",299.8
CUST01726,Sofia Haddad,38,Female,Pharmacist,India,Hyderabad,Savings,02/05/2014,4261,1,High,9,2,22.20%,"1,629.00",181
CUST01727,Melissa Dubois,24,Female,Architect,Germany,Berlin,Savings,22/02/2022,1408,0,Low,5,0,0.00%,505.62,101.12
CUST01728,Joseph Harris,47,Male,Architect,Ireland,Dublin,Premium,28/11/2017,2955,1,High,8,1,12.50%,945.29,118.16
CUST01729,Karen Ramirez,36,Female,University Professor,United States,Seattle,Savings,19/08/2022,1230,0,Low,2,0,0.00%,"1,450.86",725.43
CUST01730,Thomas Lewis,43,Male,Accountant,Nigeria,Lagos,Checking,01/12/2020,1856,0,Low,7,0,0.00%,702.83,100.4
CUST01731,William Hall,59,Male,Student,United States,Phoenix,Checking,06/09/2018,2673,0,Low,3,0,0.00%,252.24,84.08
CUST01732,Stephen Kim,23,Male,Police Officer,Italy,Milan,Checking,11/02/2021,1784,0,Medium,3,0,0.00%,108.65,36.22
CUST01733,Aoife Scott,34,Female,Lawyer,Mexico,Mexico City,Checking,17/05/2017,3150,0,High,5,0,0.00%,"1,034.47",206.89
CUST01734,Nancy Clark,52,Female,Retired,France,Nice,Checking,22/01/2019,2535,0,Low,3,0,0.00%,297.26,99.09
CUST01735,Luca Wright,42,Male,Customer Support Rep,Australia,Brisbane,Business,07/12/2016,3311,0,Low,4,0,0.00%,774.55,193.64
CUST01736,Anthony Haddad,36,Male,Physician,France,Marseille,Savings,07/11/2013,4437,0,Low,5,0,0.00%,599.15,119.83
CUST01737,Daniel Jones,50,Male,HR Manager,United States,Phoenix,Savings,04/05/2017,3163,0,Low,8,0,0.00%,"1,982.42",247.8
CUST01738,Valentina Kim,30,Female,Physician,Italy,Turin,Business,02/08/2023,882,0,Low,6,0,0.00%,343.28,57.21
CUST01739,Sharon White,24,Female,Physician,United States,Houston,Checking,08/02/2023,1057,0,Low,6,0,0.00%,"1,266.56",211.09
CUST01740,Christopher Green,32,Male,Nurse,France,Paris,Business,07/05/2020,2064,0,Low,4,0,0.00%,967.85,241.96
CUST01741,Betty Muller,39,Female,Project Manager,Germany,Frankfurt,Checking,03/11/2013,4441,0,Low,8,0,0.00%,"1,396.78",174.6
CUST01742,Joshua Ramirez,66,Male,HR Manager,Germany,Munich,Savings,07/10/2022,1181,0,Medium,5,0,0.00%,"1,500.87",300.17
CUST01743,Hana Martinez,37,Female,Project Manager,Germany,Hamburg,Savings,08/04/2016,3554,0,Low,5,0,0.00%,231.83,46.37
CUST01744,Brian Sanchez,39,Male,Civil Engineer,Brazil,Sao Paulo,Business,02/12/2014,4047,0,Medium,6,0,0.00%,276.47,46.08
CUST01745,Kenneth Wang,44,Male,Nurse,Japan,Tokyo,Savings,04/11/2018,2614,0,Low,6,0,0.00%,828.74,138.12
CUST01746,Jason Walker,37,Male,Project Manager,South Africa,Johannesburg,Savings,21/09/2020,1927,1,High,4,0,0.00%,459.01,114.75
CUST01747,Olga Smith,39,Female,Police Officer,France,Nice,Checking,24/09/2020,1924,0,Medium,3,0,0.00%,456.03,152.01
CUST01748,Jennifer Park,18,Female,Police Officer,Japan,Tokyo,Savings,20/02/2020,2141,0,Low,4,0,0.00%,785.07,196.27
CUST01749,Richard Wang,28,Male,Retired,United States,Phoenix,Savings,02/11/2020,1885,0,Low,7,0,0.00%,778.7,111.24
CUST01750,William Mensah,44,Male,Freelance Writer,India,Bengaluru,Checking,20/05/2018,2782,0,Low,5,0,0.00%,850.29,170.06
CUST01751,Ahmed Ivanov,64,Male,Retail Manager,Canada,Toronto,Checking,19/06/2014,4213,0,High,2,0,0.00%,150.85,75.43
CUST01752,Patricia Lewis,48,Female,Teacher,United Kingdom,London,Checking,13/05/2022,1328,0,Low,8,0,0.00%,926.08,115.76
CUST01753,Ahmed Singh,18,Male,Marketing Specialist,United States,Chicago,Checking,07/12/2022,1120,0,Medium,4,0,0.00%,"1,103.51",275.88
CUST01754,Deborah Park,44,Female,Software Engineer,Japan,Tokyo,Checking,03/01/2021,1823,0,Low,2,0,0.00%,300.68,150.34
CUST01755,John Hill,49,Male,Accountant,Australia,Brisbane,Checking,24/03/2020,2108,0,Low,4,0,0.00%,"1,050.10",262.53
CUST01756,Stephanie Wright,64,Female,Student,India,Delhi,Business,19/07/2013,4548,0,Low,6,0,0.00%,"1,530.53",255.09
CUST01757,Thomas Green,22,Male,University Professor,Australia,Melbourne,Checking,23/06/2015,3844,0,Medium,6,0,0.00%,581.59,96.93
CUST01758,Laura Ali,65,Female,Real Estate Agent,Germany,Berlin,Savings,25/01/2018,2897,0,Low,2,0,0.00%,"2,869.75","1,434.88"
CUST01759,Sofia Rossi,29,Female,Financial Analyst,Japan,Yokohama,Checking,04/04/2015,3924,0,Low,4,0,0.00%,214.6,53.65
CUST01760,Andrew Nguyen,49,Male,Student,Germany,Berlin,Checking,18/12/2019,2205,0,Low,3,0,0.00%,370.55,123.52
CUST01761,Sofia Clark,55,Female,Student,India,Mumbai,Checking,29/01/2023,1067,0,Low,5,0,0.00%,328.35,65.67
CUST01762,James Ramirez,24,Male,Chef,United States,Miami,Checking,24/10/2021,1529,0,Low,8,0,0.00%,"1,077.21",134.65
CUST01763,Arjun Kim,38,Male,HR Manager,United Kingdom,Birmingham,Checking,24/05/2015,3874,0,Low,5,0,0.00%,600.02,120
CUST01764,Valentina Martin,43,Female,University Professor,India,Hyderabad,Checking,26/09/2022,1192,0,Low,1,0,0.00%,84.06,84.06
CUST01765,Ronald Roberts,23,Male,Chef,Japan,Osaka,Savings,05/03/2015,3954,0,Low,6,1,16.70%,"2,478.95",413.16
CUST01766,Ryan Perez,56,Male,Real Estate Agent,India,Bengaluru,Checking,01/04/2013,4657,0,Low,8,0,0.00%,796.91,99.61
CUST01767,Karen Muller,19,Female,Plumber,India,Mumbai,Premium,26/07/2015,3811,0,High,3,0,0.00%,419.74,139.91
CUST01768,Gary White,35,Male,Financial Analyst,India,Mumbai,Checking,31/07/2018,2710,0,Low,5,0,0.00%,"1,303.12",260.62
CUST01769,Andrew Thomas,39,Male,Police Officer,Canada,Ottawa,Business,23/12/2022,1104,0,Low,8,1,12.50%,"1,440.45",180.06
CUST01770,Edward Santos,19,Male,Electrician,Canada,Ottawa,Checking,06/03/2020,2126,0,Medium,3,0,0.00%,446.44,148.81
CUST01771,Richard Miller,56,Male,Pharmacist,Canada,Calgary,Premium,17/09/2015,3758,0,Low,3,0,0.00%,460.58,153.53
CUST01772,Anthony Kim,61,Male,Graphic Designer,Italy,Naples,Savings,24/12/2017,2929,0,Low,5,0,0.00%,442.97,88.59
CUST01773,Susan Miller,68,Female,Pharmacist,United States,Houston,Premium,02/03/2013,4687,0,Low,5,0,0.00%,530.94,106.19
CUST01774,Mateo Jones,40,Male,Project Manager,Canada,Montreal,Checking,30/03/2021,1737,0,Low,8,0,0.00%,"3,454.76",431.85
CUST01775,Paul Kim,18,Male,Lawyer,Japan,Nagoya,Checking,14/10/2022,1174,0,High,10,0,0.00%,"1,414.22",141.42
CUST01776,Grace Wright,39,Female,Retail Manager,India,Delhi,Premium,01/01/2022,1460,0,Low,6,0,0.00%,647.39,107.9
CUST01777,Joshua Torres,19,Male,Retired,France,Paris,Premium,11/11/2022,1146,0,Low,6,0,0.00%,804.81,134.14
CUST01778,Amara Dubois,27,Female,Retired,United States,Phoenix,Premium,11/05/2014,4252,0,Low,5,0,0.00%,641.59,128.32
CUST01779,Brian Rodriguez,47,Male,Graphic Designer,Singapore,Singapore,Checking,12/03/2020,2120,0,Low,4,0,0.00%,"3,682.17",920.54
CUST01780,James Schmidt,66,Male,Electrician,France,Marseille,Business,08/09/2023,845,0,Low,7,1,14.30%,"1,361.33",194.48
CUST01781,David Perez,53,Male,Real Estate Agent,Netherlands,Amsterdam,Premium,04/04/2017,3193,0,High,10,1,10.00%,"1,976.66",197.67
CUST01782,James Rossi,20,Male,University Professor,United States,Houston,Checking,15/08/2018,2695,0,Low,2,0,0.00%,526.43,263.22
CUST01783,Olga Nguyen,33,Female,Customer Support Rep,United Kingdom,Manchester,Premium,11/01/2018,2911,0,Low,5,0,0.00%,"1,065.58",213.12
CUST01784,Thandiwe Gonzalez,51,Female,Nurse,Canada,Montreal,Savings,27/11/2014,4052,0,Low,7,0,0.00%,"1,495.05",213.58
CUST01785,Luca Hall,30,Male,Data Analyst,India,Bengaluru,Savings,24/06/2016,3477,0,Low,11,1,9.10%,"2,974.45",270.4
CUST01786,James Rivera,58,Male,Small Business Owner,India,Bengaluru,Checking,03/12/2013,4411,0,Low,5,0,0.00%,231.06,46.21
CUST01787,Chioma Dubois,37,Female,Nurse,Germany,Frankfurt,Premium,25/03/2016,3568,0,Low,6,0,0.00%,713.63,118.94
CUST01788,Karen Chen,35,Female,University Professor,Mexico,Mexico City,Checking,11/07/2016,3460,0,Low,5,0,0.00%,762.86,152.57
CUST01789,Michael Young,24,Male,Project Manager,United States,Miami,Savings,21/11/2019,2232,0,High,3,0,0.00%,153.38,51.13
CUST01790,Rafael Carter,35,Male,Pharmacist,United States,Los Angeles,Checking,03/02/2013,4714,0,Medium,4,0,0.00%,359.42,89.86
CUST01791,Ingrid Ali,50,Female,Plumber,Japan,Osaka,Business,11/12/2020,1846,0,Low,6,0,0.00%,428.4,71.4
CUST01792,George Patel,34,Male,Project Manager,India,Chennai,Savings,27/04/2013,4631,0,Low,9,0,0.00%,"2,342.13",260.24
CUST01793,Robert Suzuki,23,Male,Student,Germany,Frankfurt,Savings,26/07/2014,4176,0,Medium,4,0,0.00%,438.28,109.57
CUST01794,Gary Haddad,38,Male,Operations Manager,Brazil,Brasilia,Savings,07/09/2020,1941,0,Low,6,0,0.00%,"1,370.54",228.42
CUST01795,Carlos Jackson,41,Male,Chef,Spain,Valencia,Business,27/03/2022,1375,0,Low,3,0,0.00%,481.42,160.47
CUST01796,Justin Lee,64,Male,Small Business Owner,United Arab Emirates,Abu Dhabi,Checking,08/09/2020,1940,0,Low,7,1,14.30%,575.86,82.27
CUST01797,Gary Garcia,25,Male,Civil Engineer,Brazil,Brasilia,Checking,30/08/2014,4141,0,Low,6,0,0.00%,"1,156.16",192.69
CUST01798,Kevin Smith,42,Male,Electrician,France,Marseille,Savings,07/07/2016,3464,0,Medium,8,0,0.00%,843.96,105.5
CUST01799,Thomas Hall,54,Male,Plumber,Canada,Montreal,Checking,11/02/2015,3976,0,Low,6,1,16.70%,"4,817.42",802.9
CUST01800,Thandiwe Mensah,56,Female,Sales Manager,France,Paris,Savings,03/12/2015,3681,0,Low,3,0,0.00%,"1,773.64",591.21
CUST01801,Margaret Singh,43,Female,Project Manager,United States,Los Angeles,Checking,28/08/2020,1951,0,Medium,9,0,0.00%,"1,225.84",136.2
CUST01802,Timothy Young,63,Male,Operations Manager,Brazil,Salvador,Premium,08/03/2019,2490,0,Low,1,0,0.00%,253.77,253.77
CUST01803,Emily Hill,53,Female,Architect,United States,Phoenix,Savings,23/12/2021,1469,0,Medium,4,0,0.00%,"1,312.55",328.14
CUST01804,Carol Moore,25,Female,Real Estate Agent,United Kingdom,Manchester,Savings,11/02/2021,1784,0,Low,5,0,0.00%,769.99,154
CUST01805,Michelle Flores,21,Female,Accountant,United Kingdom,Birmingham,Checking,25/07/2017,3081,0,Low,2,0,0.00%,91.36,45.68
CUST01806,Matthew Carter,55,Male,Operations Manager,Spain,Barcelona,Checking,04/11/2022,1153,0,Low,12,0,0.00%,"1,707.76",142.31
CUST01807,Brian Santos,18,Male,Police Officer,Brazil,Brasilia,Business,01/09/2018,2678,0,Low,1,0,0.00%,103.71,103.71
CUST01808,Jeffrey Muller,33,Male,Software Engineer,South Africa,Durban,Savings,16/08/2023,868,0,Low,5,0,0.00%,478.27,95.65
CUST01809,Pierre Moore,42,Male,Architect,India,Bengaluru,Premium,05/02/2015,3982,0,Low,9,0,0.00%,"1,035.12",115.01
CUST01810,Sarah Botha,66,Female,Plumber,Spain,Valencia,Premium,28/01/2014,4355,0,Low,10,1,10.00%,"7,387.05",738.71
CUST01811,Rebecca Taylor,19,Female,Lawyer,Nigeria,Lagos,Savings,24/09/2018,2655,0,Low,6,1,16.70%,"1,828.99",304.83
CUST01812,Amy Miller,53,Female,Accountant,Canada,Toronto,Savings,21/11/2020,1866,0,Low,5,0,0.00%,455.85,91.17
CUST01813,Amanda Gonzalez,40,Female,Customer Support Rep,Canada,Montreal,Checking,30/07/2017,3076,0,Low,4,0,0.00%,292.33,73.08
CUST01814,John Thomas,35,Male,Retired,United States,New York,Savings,20/01/2016,3633,0,Low,1,0,0.00%,117.08,117.08
CUST01815,Luca Silva,32,Male,Sales Manager,India,Delhi,Checking,18/11/2013,4426,0,Low,3,0,0.00%,947.55,315.85
CUST01816,Michelle Flores,27,Female,Retired,United States,New York,Premium,20/11/2014,4059,0,Medium,4,0,0.00%,999.2,249.8
CUST01817,Jessica Rodriguez,51,Female,Software Engineer,India,Delhi,Savings,23/02/2017,3233,0,Low,3,0,0.00%,903.18,301.06
CUST01818,Ashley Clark,53,Female,Nurse,United States,Boston,Savings,24/08/2023,860,0,Medium,1,1,100.00%,323.96,323.96
CUST01819,John Thomas,18,Male,Small Business Owner,United Kingdom,Edinburgh,Savings,30/06/2018,2741,0,Low,8,0,0.00%,577.42,72.18
CUST01820,Ingrid King,41,Female,Customer Support Rep,Italy,Turin,Checking,14/04/2014,4279,0,Medium,10,0,0.00%,"2,254.61",225.46
CUST01821,Christopher Williams,53,Male,Graphic Designer,France,Lyon,Savings,28/09/2014,4112,0,Low,7,0,0.00%,897.59,128.23
CUST01822,Stephen Botha,43,Male,Civil Engineer,Brazil,Salvador,Business,14/07/2018,2727,0,Low,4,0,0.00%,"2,656.13",664.03
CUST01823,Anastasia Silva,71,Female,Physician,Germany,Frankfurt,Checking,14/07/2019,2362,0,Medium,2,0,0.00%,113.83,56.92
CUST01824,Amy Wang,48,Female,Customer Support Rep,Brazil,Salvador,Checking,05/04/2022,1366,1,High,9,0,0.00%,"1,335.14",148.35
CUST01825,Scott Roberts,52,Male,Software Engineer,United States,Phoenix,Premium,16/07/2023,899,0,Low,6,0,0.00%,"1,064.64",177.44
CUST01826,Amara Khan,34,Female,Teacher,India,Bengaluru,Business,14/02/2013,4703,0,Low,8,0,0.00%,"2,535.94",316.99
CUST01827,Amy Scott,63,Female,Software Engineer,Canada,Vancouver,Checking,28/11/2019,2225,0,High,5,0,0.00%,577.9,115.58
CUST01828,Betty Hall,30,Female,Plumber,Brazil,Salvador,Savings,02/03/2018,2861,0,Low,6,0,0.00%,382.43,63.74
CUST01829,Melissa Haddad,61,Female,Consultant,France,Nice,Premium,25/11/2015,3689,0,Low,4,0,0.00%,366.11,91.53
CUST01830,Sven Hill,45,Male,Police Officer,Canada,Calgary,Checking,26/02/2023,1039,0,Low,6,0,0.00%,"1,168.59",194.77
