transaction_id,customer_id,customer_name,age,gender,occupation,home_country,home_city,account_type,account_age_days,transaction_date,transaction_time,transaction_hour,merchant_id,merchant_name,merchant_category,transaction_amount,currency,payment_method,device_type,is_new_device,login_attempts_failed,transaction_country,transaction_city,country_mismatch,transactions_last_24h,previous_fraud_flag,card_present,risk_score,is_fraud
TXN0010227,CUST00912,Kevin Flores,34,Male,Retired,Germany,Hamburg,Savings,1942,10/04/2025,17:00:55,17,MER0020,Cafe Lumiere,Restaurants,65.05,EUR,Debit Card,Desktop - macOS,0,0,Germany,Munich,0,2,0,1,0.36,0
TXN0010228,CUST00786,Arjun Allen,49,Male,Retail Manager,United States,Los Angeles,Checking,2602,10/04/2025,17:16:21,17,MER0023,MarketPlace Direct,Online Retail,225.96,USD,Credit Card,POS Terminal,1,0,United States,Houston,0,1,0,1,3.04,0
TXN0010229,CUST00746,Emily King,41,Female,University Professor,France,Nice,Checking,3072,10/04/2025,17:39:42,17,MER0002,GreenBasket Grocers,Grocery,61.41,EUR,Mobile Wallet,Mobile - Android,0,0,France,Marseille,0,1,0,0,1.6,0
TXN0010230,CUST00016,Karen King,34,Female,,United States,Houston,Premium,3811,10/04/2025,17:40:33,17,MER0022,QuickCart Online,Online Retail,50.4,USD,Mobile Wallet,Mobile - iOS,0,1,United States,Los Angeles,0,2,0,1,0.67,0
TXN0010231,CUST00773,Priya Mitchell,44,Female,Architect,United States,Seattle,Checking,2776,10/04/2025,18:03:35,18,MER0036,CarePlus Pharmacy,Healthcare & Pharmacy,28.98,USD,Credit Card,Desktop - Windows,0,0,United States,Miami,0,2,0,0,0.22,0
TXN0010232,CUST02481,Laura Campbell,26,Female,Marketing Specialist,United States,Phoenix,Checking,2424,10/04/2025,18:11:31,18,MER0025,Urban Threads,Fashion & Apparel,72.46,NGN,Debit Card,Mobile - Android,0,4,Nigeria,Abuja,1,1,0,0,27.56,0
TXN0010233,CUST01187,Jeffrey Allen,36,Male,University Professor,Australia,Sydney,Checking,2768,10/04/2025,18:17:12,18,MER0022,QuickCart Online,Online Retail,183,AUD,Debit Card,Desktop - Windows,0,0,Australia,Melbourne,0,2,0,1,0.12,0
TXN0010234,CUST01406,William Green,55,Male,University Professor,Canada,Vancouver,Checking,2516,10/04/2025,18:19:05,18,MER0027,TrendLine Apparel,Fashion & Apparel,72.15,CAD,Mobile Wallet,Desktop - macOS,0,0,Canada,Calgary,0,2,0,1,0.1,0
TXN0010235,CUST01192,Ivan Thomas,43,Male,Data Analyst,United Kingdom,Manchester,Savings,4272,10/04/2025,18:20:54,18,MER0041,AquaFlow Water Services,Utilities,118.04,GBP,Credit Card,Mobile - Android,0,3,United Kingdom,Leeds,0,0,0,0,3.09,0
TXN0010236,CUST01360,Thomas Davis,54,,Police Officer,Japan,Nagoya,Savings,984,10/04/2025,21:52:36,21,MER0032,GameSphere,Entertainment,116.76,JPY,Bank Transfer,Desktop - macOS,0,0,Japan,Nagoya,0,0,0,1,0.23,0
TXN0010237,CUST01122,Sarah Khan,30,Female,Plumber,Poland,Krakow,Checking,1465,10/04/2025,23:55:04,23,MER0003,Urban Grocery Co.,Grocery,130.33,PLN,Bank Transfer,Mobile - Android,0,0,Poland,Krakow,0,0,0,1,0.62,0
TXN0010238,CUST01282,Deborah Brown,37,Female,Chef,Germany,Munich,Savings,3914,11/04/2025,01:10:26,1,MER0021,ShopSphere,Online Retail,323.42,EUR,Debit Card,Mobile - Android,0,0,Germany,Frankfurt,0,0,1,0,33.95,0
TXN0010239,CUST01533,Grace Singh,51,Female,Small Business Owner,United States,Chicago,Savings,1167,11/04/2025,02:43:01,2,MER0025,,Fashion & Apparel,266.56,USD,Bank Transfer,Tablet,0,0,United States,Houston,0,3,0,0,5.29,0
TXN0010240,CUST01512,Sharon Green,24,Female,Freelance Writer,Netherlands,Rotterdam,Business,4026,11/04/2025,05:11:06,5,MER0028,Chic Avenue,Fashion & Apparel,47.76,EUR,Bank Transfer,POS Terminal,0,0,Netherlands,Rotterdam,0,0,0,1,0.61,0
TXN0010241,CUST02994,Hana Okafor,59,Female,Data Analyst,India,Delhi,Checking,2125,11/04/2025,06:40:31,6,MER0001,FreshMart,Grocery,69.65,INR,Mobile Wallet,Desktop - Windows,0,0,India,Chennai,0,0,0,1,0.37,0
TXN0010242,CUST00211,Melissa Smith,44,Female,Graphic Designer,Canada,Vancouver,Savings,3079,11/04/2025,07:48:07,7,MER0042,BuildRight Hardware,Home Improvement,159.17,CAD,Debit Card,Mobile - iOS,0,0,Canada,Vancouver,0,0,0,0,1.68,0
TXN0010243,CUST01991,Daniel Scott,25,Male,Student,South Africa,Johannesburg,Business,4200,11/04/2025,09:33:21,9,MER0003,Urban Grocery Co.,Grocery,29.05,ZAR,Credit Card,Mobile - Android,0,1,South Africa,Durban,0,3,0,1,1.5,0
TXN0010244,CUST00888,Sarah Singh,25,Female,Police Officer,United States,Chicago,Savings,3447,11/04/2025,11:06:49,11,MER0003,Urban Grocery Co.,Grocery,62.3,USD,Credit Card,Mobile - iOS,0,1,United States,Miami,0,0,0,1,0.73,0
TXN0010245,CUST02031,Linda Lopez,51,Female,Small Business Owner,Germany,Munich,Savings,4042,11/04/2025,11:28:21,11,MER0044,Fixit Supply Co.,Home Improvement,155.14,EUR,Credit Card,Desktop - macOS,1,1,Germany,Hamburg,0,1,0,1,3.81,0
TXN0010246,CUST00946,Amanda Muller,35,Female,Plumber,United States,New York,Savings,1182,11/04/2025,11:29:20,11,MER0018,The Grill House,Restaurants,66.34,USD,Mobile Wallet,POS Terminal,0,0,United States,Phoenix,0,0,0,1,0.34,0
TXN0010247,CUST00326,Larry Baker,40,Male,Data Analyst,Canada,Montreal,Savings,3528,11/04/2025,12:40:19,12,MER0026,StyleHouse Boutique,Fashion & Apparel,128.54,CAD,Debit Card,Mobile - Android,0,1,Canada,Toronto,0,0,0,1,0.53,0
TXN0010248,CUST00457,Barbara Khan,48,Female,University Professor,India,Mumbai,Checking,3936,11/04/2025,14:32:55,14,MER0002,GreenBasket Grocers,Grocery,45.05,INR,Debit Card,Mobile - Android,0,4,India,Delhi,0,0,0,0,3.03,0
TXN0010249,CUST00594,Mary Schmidt,36,Female,Police Officer,Nigeria,Lagos,Savings,3411,11/04/2025,14:41:52,14,MER0026,StyleHouse Boutique,Fashion & Apparel,108.89,NGN,Bank Transfer,Mobile - iOS,0,0,Nigeria,Abuja,0,1,0,0,0.46,0
TXN0010250,CUST01743,Hana Martinez,37,Female,Project Manager,Germany,Hamburg,Savings,3554,11/04/2025,16:17:44,16,MER0029,CineStar Theaters,Entertainment,13.62,EUR,Mobile Wallet,Mobile - iOS,0,2,Germany,Hamburg,0,2,0,1,0.49,0
TXN0010251,CUST02379,Brian Robinson,41,Male,Police Officer,Spain,Barcelona,Business,3356,11/04/2025,16:20:25,16,MER0027,TrendLine Apparel,Fashion & Apparel,49.15,EUR,Bank Transfer,Tablet,0,1,Spain,Madrid,0,1,0,1,0.37,0
TXN0010252,CUST00662,Sarah Wilson,43,Female,Lawyer,United Kingdom,Leeds,Premium,3242,11/04/2025,17:02:52,17,MER0007,CircuitCity Direct,Electronics,"1,546.96",GBP,Debit Card,POS Terminal,0,0,United Kingdom,Manchester,0,0,0,1,2.64,0
TXN0010253,CUST01706,Jennifer Nguyen,77,Female,University Professor,France,Nice,Checking,1627,11/04/2025,17:19:59,17,MER0036,CarePlus Pharmacy,Healthcare & Pharmacy,147.34,EUR,Credit Card,POS Terminal,0,0,France,Marseille,0,0,0,1,0.73,0
TXN0010254,CUST01828,Betty Hall,30,Female,Plumber,Brazil,Salvador,Savings,2861,11/04/2025,19:34:37,19,MER0044,Fixit Supply Co.,Home Improvement,58.88,BRL,Credit Card,Mobile - Android,0,0,Brazil,Rio de Janeiro,0,2,0,0,0.4,0
TXN0010255,CUST01061,Aiko Jones,28,Female,Electrician,United States,Miami,Checking,2723,12/04/2025,02:43:16,2,MER0021,ShopSphere,Online Retail,51.76,USD,Mobile Wallet,Desktop - macOS,1,3,United States,Phoenix,0,2,0,1,3.98,0
TXN0010256,CUST02052,Joseph Rossi,39,Male,Chef,Australia,Brisbane,Checking,965,12/04/2025,04:08:07,4,MER0017,Bella Cucina,Restaurants,39.31,AUD,Mobile Wallet,Mobile - Android,0,0,Australia,Melbourne,0,0,0,1,1.89,0
TXN0010257,CUST01132,Ingrid Smith,40,Female,Retired,United Kingdom,London,Savings,4545,12/04/2025,04:38:56,4,MER0037,Wellness Drug Store,Healthcare & Pharmacy,111.31,GBP,Debit Card,Tablet,0,1,United Kingdom,Birmingham,0,2,0,0,0.86,0
TXN0010258,CUST00249,Larry Walker,70,Male,Small Business Owner,Italy,Turin,Business,4462,12/04/2025,05:06:29,5,MER0025,Urban Threads,Fashion & Apparel,102.29,EUR,Mobile Wallet,Mobile - iOS,0,4,Italy,Turin,0,0,0,0,6.66,0
TXN0010259,CUST00749,Timothy Patel,66,Male,Retired,Netherlands,Amsterdam,Checking,4262,12/04/2025,09:05:36,9,MER0037,Wellness Drug Store,Healthcare & Pharmacy,55.09,EUR,Mobile Wallet,Mobile - Android,0,1,Netherlands,The Hague,0,1,0,0,0.37,0
TXN0010260,CUST00943,Brian Jackson,47,Male,Freelance Writer,Netherlands,Amsterdam,Checking,4127,12/04/2025,09:57:51,9,MER0026,StyleHouse Boutique,Fashion & Apparel,39.32,EUR,Bank Transfer,Mobile - Android,0,0,Netherlands,Rotterdam,0,1,0,0,0.18,0
TXN0010261,CUST01921,Joshua Scott,40,Male,Retail Manager,Brazil,Salvador,Premium,1676,12/04/2025,10:06:56,10,MER0007,CircuitCity Direct,Electronics,309.17,EUR,Mobile Wallet,Tablet,0,0,Germany,Hamburg,1,1,0,1,4.41,0
TXN0010262,CUST01051,Anthony Carter,28,Male,Plumber,United Kingdom,Manchester,Checking,1061,12/04/2025,10:28:39,10,MER0018,,Restaurants,26.19,GBP,Debit Card,Desktop - Windows,0,1,United Kingdom,Birmingham,0,1,0,0,2.07,0
TXN0010263,CUST01462,Michelle Torres,44,Female,Project Manager,United Kingdom,Edinburgh,Savings,4723,12/04/2025,12:25:31,12,MER0027,TrendLine Apparel,Fashion & Apparel,58.32,GBP,Credit Card,Mobile - Android,0,1,United Kingdom,Edinburgh,0,1,0,1,0.73,0
TXN0010264,CUST01070,Gary Garcia,72,Male,Physician,India,Bengaluru,Savings,1477,12/04/2025,12:25:50,12,MER0021,ShopSphere,Online Retail,204.97,JPY,Bank Transfer,,0,0,Japan,Nagoya,1,1,0,0,3.71,0
TXN0010265,CUST00449,Kwame Ali,32,Male,Architect,Germany,Berlin,Checking,4305,12/04/2025,13:14:05,13,MER0023,MarketPlace Direct,Online Retail,76.7,EUR,Debit Card,Mobile - iOS,0,0,Germany,Berlin,0,2,0,1,0.6,0
TXN0010266,CUST02619,Ingrid Allen,18,Female,Retired,United Kingdom,London,Checking,4491,12/04/2025,14:16:03,14,MER0025,Urban Threads,Fashion & Apparel,145.34,GBP,Credit Card,Mobile - Android,0,0,United Kingdom,Edinburgh,0,0,0,0,0.42,0
TXN0010267,CUST02606,Ashley Patel,36,Female,Software Engineer,Canada,Calgary,Business,955,12/04/2025,15:58:00,15,MER0026,StyleHouse Boutique,Fashion & Apparel,39.12,CAD,Credit Card,Tablet,1,0,Canada,Calgary,0,3,0,0,7.49,0
TXN0010268,CUST00032,Kimberly Rossi,37,Female,Civil Engineer,Canada,Ottawa,Business,1301,12/04/2025,16:25:57,16,MER0038,,Healthcare & Pharmacy,25.6,CAD,Debit Card,Desktop - Windows,0,0,Canada,Vancouver,0,0,0,0,0.26,0
TXN0010269,CUST02586,Christopher Jones,32,Male,Accountant,United States,New York,Checking,3167,12/04/2025,19:28:41,19,MER0023,MarketPlace Direct,Online Retail,64.61,USD,Credit Card,Mobile - iOS,0,2,United States,Phoenix,0,1,0,0,0.56,0
TXN0010270,CUST01967,Karen Jones,48,Female,Consultant,Singapore,Singapore,Savings,4329,12/04/2025,23:39:11,23,MER0003,Urban Grocery Co.,Grocery,104.02,SGD,Prepaid Card,Mobile - Android,0,0,Singapore,Singapore,0,2,1,0,10.61,0
TXN0010271,CUST02704,Amara Khan,53,Female,Accountant,Germany,Hamburg,Premium,3712,13/04/2025,03:56:09,3,MER0032,GameSphere,Entertainment,168.76,EUR,Debit Card,Desktop - Windows,0,1,Germany,Frankfurt,0,0,0,0,11.03,0
TXN0010272,CUST02940,Diego Hernandez,35,Male,Electrician,United Kingdom,Edinburgh,Checking,4290,13/04/2025,07:27:52,7,MER0004,SuperSave Foods,Grocery,23.79,GBP,Credit Card,,0,1,United Kingdom,Manchester,0,1,0,1,0.89,0
TXN0010273,CUST02371,Christopher Wright,50,Male,Consultant,United Kingdom,Manchester,Savings,848,13/04/2025,07:33:17,7,MER0020,Cafe Lumiere,Restaurants,7.78,GBP,Debit Card,Mobile - Android,0,0,United Kingdom,,0,2,0,0,0.23,0
TXN0010274,CUST01358,Elizabeth Khan,29,Female,Freelance Writer,India,Mumbai,Checking,3321,13/04/2025,08:54:18,8,MER0022,QuickCart Online,Online Retail,536.21,BRL,Credit Card,Mobile - Android,1,1,Brazil,Brasilia,1,1,0,0,98.42,1
TXN0010275,CUST02725,Nicholas Silva,54,Male,Plumber,Spain,Madrid,Savings,2872,13/04/2025,08:58:57,8,MER0042,,Home Improvement,115.17,EUR,Bank Transfer,Mobile - iOS,0,1,Spain,Valencia,0,3,0,1,1.28,0
TXN0010276,CUST02151,David Martinez,33,Male,Project Manager,Germany,Berlin,Checking,3046,13/04/2025,09:37:24,9,MER0017,Bella Cucina,Restaurants,58.31,EUR,Debit Card,Desktop - macOS,0,1,Germany,Munich,0,2,0,0,3.36,0
TXN0010277,CUST00708,Brandon Martin,42,Male,Project Manager,Mexico,Monterrey,Savings,2252,13/04/2025,09:51:27,9,MER0039,MetroPower Utility,Utilities,117.31,MXN,Debit Card,Desktop - macOS,1,0,Mexico,Monterrey,0,3,0,0,2.28,0
TXN0010278,CUST02618,William Rivera,18,Male,Operations Manager,Canada,Toronto,Checking,2206,13/04/2025,10:21:09,10,MER0037,Wellness Drug Store,Healthcare & Pharmacy,105.89,CAD,Credit Card,Desktop - Windows,0,0,Canada,Montreal,0,1,0,1,0.38,0
TXN0010279,CUST02758,Camila Williams,44,Female,Freelance Writer,United States,Seattle,Checking,1733,13/04/2025,10:39:20,10,MER0028,Chic Avenue,Fashion & Apparel,98.57,USD,Debit Card,Mobile - Android,0,0,United States,Chicago,0,0,0,1,0.54,0
TXN0010280,CUST02653,Joseph Smith,63,Male,Pharmacist,Ireland,Dublin,Checking,3697,13/04/2025,10:55:36,10,MER0014,StayEasy Inn,Hotels & Lodging,338.65,EUR,Debit Card,Desktop - Windows,0,2,Ireland,Cork,0,2,0,1,0.33,0
TXN0010281,CUST02181,David Anderson,51,Male,Retail Manager,Ireland,Cork,Checking,2460,13/04/2025,11:23:10,11,MER0016,Comfort Nest Lodging,Hotels & Lodging,619.49,EUR,Credit Card,Tablet,0,0,Ireland,Dublin,0,1,0,1,0.36,0
TXN0010282,CUST00311,Justin Harris,67,Male,Physician,France,Marseille,Savings,1061,13/04/2025,13:30:38,13,MER0007,CircuitCity Direct,Electronics,"1,180.19",EUR,Credit Card,Mobile - iOS,0,0,France,Marseille,0,1,0,0,8.43,0
TXN0010283,CUST00770,Steven King,31,Male,Civil Engineer,Australia,Melbourne,Checking,1590,13/04/2025,13:43:09,13,MER0029,CineStar Theaters,Entertainment,109.82,AUD,Debit Card,Mobile - iOS,0,2,Australia,Perth,0,1,0,1,1.08,0
TXN0010284,CUST02239,Layla Nguyen,24,Female,Architect,Japan,Tokyo,Checking,2086,13/04/2025,14:02:41,14,MER0009,SkyLine Airways,Travel & Airlines,345.51,JPY,Mobile Wallet,Mobile - Android,0,0,Japan,Yokohama,0,1,0,0,0.55,0
TXN0010285,CUST02122,Raj Thompson,48,Male,Consultant,Canada,Ottawa,Checking,2739,13/04/2025,14:33:00,14,MER0033,PetroMax Station,Fuel & Gas Stations,50.07,NGN,Debit Card,Mobile - Android,0,0,Nigeria,Lagos,1,2,0,0,3.23,0
TXN0010286,CUST02289,Sofia Nelson,43,Female,Graphic Designer,Australia,Perth,Checking,4145,13/04/2025,14:52:24,14,MER0026,StyleHouse Boutique,Fashion & Apparel,68.93,AUD,Credit Card,Mobile - Android,0,0,Australia,Melbourne,0,1,0,0,0.1,0
TXN0010287,CUST02690,Isabella Wang,59,Female,Nurse,United States,Los Angeles,Premium,3891,13/04/2025,15:29:39,15,MER0042,BuildRight Hardware,Home Improvement,102.2,USD,Mobile Wallet,Mobile - Android,0,1,United States,Seattle,0,0,0,0,1.23,0
TXN0010288,CUST01811,Rebecca Taylor,19,Female,Lawyer,Nigeria,Lagos,Savings,2655,13/04/2025,15:43:04,15,MER0048,Prestige Luxury House,Jewelry & Luxury Goods,"1,256.80",NGN,Debit Card,Mobile - Android,0,1,Nigeria,Abuja,0,1,0,1,2.03,0
TXN0010289,CUST01021,Raj Lopez,43,Male,Physician,United States,Seattle,Savings,1089,13/04/2025,16:16:18,16,MER0008,GadgetZone,Electronics,149.68,USD,Bank Transfer,Mobile - iOS,0,0,United States,Boston,0,3,0,1,2.63,0
TXN0010290,CUST00051,Amara Kim,28,Female,Software Engineer,Canada,Ottawa,Savings,1986,13/04/2025,17:16:26,17,MER0026,StyleHouse Boutique,Fashion & Apparel,158.38,EUR,Credit Card,Desktop - macOS,0,0,Ireland,Dublin,1,2,0,0,4.14,0
TXN0010291,CUST02306,Karen Okafor,28,Female,Consultant,United Kingdom,London,Business,1216,13/04/2025,17:30:04,17,MER0025,Urban Threads,Fashion & Apparel,41.99,GBP,Bank Transfer,Desktop - Windows,0,0,United Kingdom,Manchester,0,0,0,0,1.22,0
TXN0010292,CUST01534,Yuki Park,33,Female,Graphic Designer,Netherlands,Rotterdam,Premium,4089,13/04/2025,18:05:06,18,MER0018,The Grill House,Restaurants,56.58,EUR,Bank Transfer,Mobile - iOS,0,0,Netherlands,Amsterdam,0,2,0,1,0.52,0
TXN0010293,CUST01693,Grace Singh,43,Female,Physician,Brazil,Salvador,Premium,4131,13/04/2025,19:03:40,19,MER0021,ShopSphere,Online Retail,107.55,BRL,Debit Card,Mobile - iOS,0,0,Brazil,Sao Paulo,0,1,1,0,4.43,0
TXN0010294,CUST02660,Karen Torres,55,Female,Financial Analyst,Canada,Vancouver,Business,2505,13/04/2025,19:08:29,19,MER0027,TrendLine Apparel,Fashion & Apparel,46.8,CAD,Credit Card,Desktop - Windows,0,0,Canada,Ottawa,0,0,0,0,0.35,0
TXN0010295,CUST01718,Jason Brown,65,Male,Retired,France,Lyon,Checking,2618,13/04/2025,19:18:16,19,MER0004,SuperSave Foods,Grocery,56.17,EUR,Credit Card,Desktop - Windows,0,0,France,Lyon,0,0,0,0,0.88,0
TXN0010296,CUST02753,Edward Kim,31,Male,Retail Manager,United States,Seattle,Premium,4192,13/04/2025,20:04:00,20,MER0032,GameSphere,Entertainment,24.47,NGN,Debit Card,Mobile - Android,0,0,Nigeria,Lagos,1,0,1,0,27.22,0
TXN0010297,CUST01514,Christopher Nguyen,52,Male,Customer Support Rep,Germany,Munich,Savings,2807,13/04/2025,21:34:47,21,MER0008,GadgetZone,Electronics,753.67,EUR,Mobile Wallet,,0,0,Germany,Frankfurt,0,2,0,1,1.01,0
TXN0010298,CUST02413,Aiko Kim,35,Female,Civil Engineer,Mexico,Mexico City,Checking,1221,14/04/2025,00:30:45,0,MER0022,QuickCart Online,Online Retail,76.2,MXN,Bank Transfer,Tablet,0,1,Mexico,Guadalajara,0,2,1,0,10.54,0
TXN0010299,CUST00204,Kwame Hernandez,26,Male,Accountant,Germany,Hamburg,Checking,1155,14/04/2025,01:41:39,1,MER0002,GreenBasket Grocers,Grocery,87.2,EUR,Debit Card,Mobile - Android,0,1,Germany,Munich,0,1,0,1,1.34,0
TXN0010300,CUST00373,Kevin Carter,37,Male,Graphic Designer,India,Hyderabad,Checking,2699,14/04/2025,03:35:35,3,MER0001,FreshMart,Grocery,19.56,INR,Credit Card,Tablet,0,1,India,Delhi,0,2,0,1,2.2,0
TXN0010301,CUST00596,Sharon Carter,57,Female,University Professor,Canada,Montreal,Savings,2640,14/04/2025,04:13:37,4,MER0046,ReBoot Repairs,Electronics Repair,121.47,CAD,Mobile Wallet,,0,0,Canada,Montreal,0,0,0,0,1.17,0
TXN0010302,CUST01561,Diego Walker,44,Male,Accountant,Australia,Melbourne,Savings,3116,14/04/2025,04:46:39,4,MER0024,OneClick Retail,Online Retail,121.46,AUD,Credit Card,Tablet,0,0,Australia,Melbourne,0,0,0,0,0.5,0
TXN0010303,CUST00214,Barbara Miller,63,Female,Sales Manager,United Kingdom,Manchester,Checking,3850,14/04/2025,05:18:30,5,MER0035,National Gas & Go,Fuel & Gas Stations,30.33,EUR,Mobile Wallet,Desktop - Windows,0,1,Italy,Rome,1,0,0,1,11.88,0
TXN0010304,CUST01383,Steven Mitchell,,Male,Operations Manager,India,Bengaluru,Premium,3467,14/04/2025,05:26:22,5,MER0015,Metropolitan Suites,Hotels & Lodging,174.67,INR,Debit Card,Mobile - Android,0,0,India,Bengaluru,0,0,0,0,0.48,0
TXN0010305,CUST00096,Mark Ivanov,35,Male,Consultant,Germany,Frankfurt,Premium,3877,14/04/2025,06:11:25,6,MER0028,Chic Avenue,Fashion & Apparel,67.41,EUR,Credit Card,Mobile - Android,0,0,Germany,Hamburg,0,2,0,0,0.18,0
TXN0010306,CUST00826,Linda Davis,58,Female,Physician,South Korea,Seoul,Savings,3632,14/04/2025,07:55:26,7,MER0019,Spice Route Kitchen,Restaurants,78.36,KRW,Prepaid Card,Mobile - Android,0,0,South Korea,Seoul,0,2,0,1,0.38,0
TXN0010307,CUST01737,Daniel Jones,50,Male,HR Manager,United States,Phoenix,Savings,3163,14/04/2025,08:09:15,8,MER0034,QuickFuel Stop,Fuel & Gas Stations,34.92,USD,Debit Card,Mobile - iOS,0,0,United States,Miami,0,1,0,0,0.34,0
TXN0010308,CUST00067,Emily Thompson,48,Female,Project Manager,Japan,Yokohama,Premium,916,14/04/2025,10:40:21,10,MER0030,PlayZone Entertainment,Entertainment,91.2,JPY,Credit Card,Mobile - Android,0,0,Japan,Tokyo,0,1,0,1,0.38,0
TXN0010309,CUST01115,Anthony White,46,Male,Freelance Writer,Canada,Toronto,Checking,3212,14/04/2025,11:05:46,11,MER0039,MetroPower Utility,Utilities,58.95,PLN,Mobile Wallet,Mobile - iOS,0,2,Poland,Krakow,1,1,0,1,12.84,0
TXN0010310,CUST02880,Stephanie Roberts,32,Female,Project Manager,United States,Boston,Premium,1350,14/04/2025,12:14:58,12,MER0019,Spice Route Kitchen,Restaurants,97.36,USD,Credit Card,Mobile - Android,0,0,United States,Los Angeles,0,3,0,1,0.48,0
TXN0010311,CUST01873,Chidi Carter,47,Male,Lawyer,France,Nice,Checking,941,14/04/2025,12:34:31,12,MER0026,StyleHouse Boutique,Fashion & Apparel,115.51,EUR,Prepaid Card,,0,0,France,Lyon,0,1,0,1,0.16,0
TXN0010312,CUST02956,Fatima Hill,63,Female,Civil Engineer,United States,Miami,Savings,1476,14/04/2025,14:26:11,14,MER0026,StyleHouse Boutique,Fashion & Apparel,32.28,USD,Credit Card,Desktop - Windows,0,0,United States,Seattle,0,3,0,0,0.42,0
TXN0010313,CUST01635,Joseph Lewis,22,Male,Nurse,United States,Phoenix,Checking,2223,14/04/2025,14:34:35,14,MER0019,Spice Route Kitchen,Restaurants,29.05,USD,Credit Card,Mobile - iOS,0,0,United States,Houston,0,2,0,1,0.37,0
TXN0010314,CUST02495,Larry Okafor,38,Male,Consultant,Canada,Vancouver,Savings,4028,14/04/2025,14:53:24,14,MER0029,,Entertainment,42.32,CAD,Debit Card,Mobile - Android,1,0,Canada,Ottawa,0,2,0,0,2.87,0
TXN0010315,CUST00878,Brian Rossi,50,Male,University Professor,Canada,Ottawa,Checking,2937,14/04/2025,14:55:38,14,MER0035,National Gas & Go,Fuel & Gas Stations,23.83,CAD,Prepaid Card,Tablet,0,0,Canada,Calgary,0,0,0,0,0.22,0
TXN0010316,CUST00638,George White,61,Male,Nurse,Brazil,Salvador,Checking,2399,14/04/2025,15:08:23,15,MER0032,GameSphere,Entertainment,51.64,BRL,Debit Card,Desktop - Windows,0,0,Brazil,Brasilia,0,0,0,1,0.2,0
TXN0010317,CUST02314,Nancy Mitchell,21,Female,Retired,United States,New York,Checking,2528,14/04/2025,16:40:14,16,MER0018,The Grill House,Restaurants,53.2,USD,Debit Card,Mobile - iOS,0,0,United States,Houston,0,5,0,1,0.49,0
TXN0010318,CUST00520,Timothy Patel,23,Male,,United Kingdom,London,Checking,3533,14/04/2025,17:31:56,17,MER0019,Spice Route Kitchen,Restaurants,18.03,GBP,Mobile Wallet,POS Terminal,0,0,United Kingdom,Birmingham,0,1,0,1,0.22,0
TXN0010319,CUST00764,Steven Baker,45,Male,Freelance Writer,United Kingdom,Edinburgh,Checking,3551,14/04/2025,17:55:59,17,MER0001,FreshMart,Grocery,47.97,GBP,Credit Card,,0,0,United Kingdom,Manchester,0,1,0,0,0.66,0
TXN0010320,CUST00132,Kenneth Jackson,58,Male,Accountant,United States,New York,Checking,1439,14/04/2025,20:00:11,20,MER0019,Spice Route Kitchen,Restaurants,82.84,USD,Credit Card,Desktop - Windows,0,0,United States,New York,0,3,0,0,0.54,0
TXN0010321,CUST02904,Mateo Ali,41,Male,Architect,Japan,Nagoya,Checking,771,14/04/2025,20:42:25,20,MER0020,Cafe Lumiere,Restaurants,199.6,JPY,Debit Card,Mobile - iOS,0,0,Japan,Tokyo,0,0,0,0,15.33,1
TXN0010322,CUST02418,Amy Patel,32,Female,Architect,United States,Chicago,Savings,4531,15/04/2025,02:55:19,2,MER0008,GadgetZone,Electronics,141.51,USD,Debit Card,Desktop - Windows,0,1,United States,New York,0,2,0,0,8.57,0
TXN0010323,CUST00403,Mark Jackson,,Male,Freelance Writer,India,Chennai,Premium,4564,15/04/2025,03:24:26,3,MER0027,TrendLine Apparel,Fashion & Apparel,103.55,PLN,Mobile Wallet,Mobile - Android,0,0,Poland,Krakow,1,1,0,1,8.23,1
TXN0010324,CUST00253,Donna Hernandez,40,Female,Freelance Writer,Canada,Vancouver,Savings,1877,15/04/2025,04:24:48,4,MER0024,OneClick Retail,Online Retail,296.44,CAD,Debit Card,Desktop - macOS,1,0,Canada,Montreal,0,0,0,0,9.77,0
TXN0010325,CUST00015,Scott Green,51,Male,Civil Engineer,Canada,Calgary,Checking,2380,15/04/2025,04:33:14,4,MER0020,Cafe Lumiere,Restaurants,91.12,CAD,Mobile Wallet,Mobile - iOS,0,0,Canada,Ottawa,0,1,0,0,0.72,0
TXN0010326,CUST01703,Ryan Carter,50,Male,Small Business Owner,United Kingdom,Edinburgh,Business,3357,15/04/2025,04:50:23,4,MER0007,CircuitCity Direct,Electronics,536.42,GBP,Mobile Wallet,Desktop - macOS,0,0,United Kingdom,London,0,1,0,0,2.51,0
TXN0010327,CUST02581,Elizabeth Torres,40,Female,Sales Manager,India,Mumbai,Checking,2653,15/04/2025,06:09:59,6,MER0003,,Grocery,210.98,INR,Mobile Wallet,Desktop - Windows,0,0,India,Hyderabad,0,1,0,1,1.1,0
TXN0010328,CUST02600,Amara Sanchez,57,Female,Electrician,Italy,Rome,Checking,2623,15/04/2025,08:55:40,8,MER0008,GadgetZone,Electronics,344.28,EUR,Mobile Wallet,Tablet,0,0,Italy,Milan,0,2,0,0,1.24,0
TXN0010329,CUST00931,Diego Haddad,49,Male,Architect,Germany,Berlin,Savings,4168,15/04/2025,09:07:26,9,MER0021,ShopSphere,Online Retail,237.26,EUR,Mobile Wallet,Mobile - Android,0,0,Germany,Frankfurt,0,0,0,1,0.23,0
